Navio: Aframax
Cenário: Forte
Manobra: Entrada
Corrente: N 1 nó 
Vento: SE 20 nós 
Onda: 2m 12s SE 

time_stamp zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target cog sog
0.1 -158.0 3.08 -0.0 -0.0 0.01 1 7.79 4402.844 -158.0 3.08
0.2 -158.0 3.08 -0.0 -0.0 0.01 0 7.749 4402.546 -158.0 3.08
0.3 -158.0 3.08 -0.0 -0.0 0.01 0 7.7 4402.234 -158.0 3.08
0.4 -158.0 3.08 -0.0 -0.0 0.01 1 7.659 4401.936 -158.0 3.08
0.5 -158.0 3.08 -0.0 -0.0 0.01 1 7.611 4401.624 -158.0 3.08
0.6 -158.0 3.08 -0.01 -0.01 0.01 1 7.573 4401.316 -158.186 3.08
0.7 -158.0 3.08 -0.01 -0.01 0.01 1 7.522 4401.015 -158.186 3.08
0.8 -158.0 3.08 -0.01 -0.01 0.01 1 7.483 4400.706 -158.186 3.08
0.9 -158.0 3.08 -0.01 -0.01 0.01 1 7.435 4400.395 -158.186 3.08
1.0 -158.0 3.08 -0.01 -0.01 0.01 1 7.394 4400.096 -158.186 3.08
1.1 -158.01 3.08 -0.01 -0.01 0.01 1 7.346 4399.785 -158.196 3.08
1.2 -158.01 3.08 -0.01 -0.01 0.01 1 7.305 4399.486 -158.196 3.08
1.3 -158.01 3.08 -0.01 -0.01 0.01 1 7.266 4399.178 -158.196 3.08
1.4 -158.01 3.08 -0.01 -0.01 0.01 1 7.218 4398.866 -158.196 3.08
1.5 -158.01 3.08 -0.01 -0.01 0.01 1 7.177 4398.568 -158.196 3.08
1.6 -158.01 3.08 -0.01 -0.01 0.01 1 7.128 4398.256 -158.196 3.08
1.7 -158.01 3.08 -0.02 -0.01 0.01 1 7.09 4397.948 -158.382 3.08
1.8 -158.01 3.08 -0.02 -0.02 0.01 1 7.039 4397.646 -158.382 3.08
1.9 -158.02 3.08 -0.02 -0.02 0.01 1 7.001 4397.338 -158.392 3.08
2.0 -158.02 3.08 -0.02 -0.02 0.01 1 6.962 4397.029 -158.392 3.08
2.1 -158.02 3.08 -0.02 -0.02 0.01 1 6.911 4396.728 -158.392 3.08
2.2 -158.02 3.08 -0.02 -0.02 0.01 1 6.873 4396.419 -158.392 3.08
2.3 -158.02 3.08 -0.02 -0.02 0.01 1 6.834 4396.111 -158.392 3.08
2.4 -158.02 3.08 -0.02 -0.02 0.01 1 6.783 4395.81 -158.392 3.08
2.5 -158.03 3.08 -0.02 -0.02 0.01 1 6.745 4395.501 -158.402 3.08
2.6 -158.03 3.08 -0.02 -0.02 0.01 1 6.706 4395.192 -158.402 3.08
2.7 -158.03 3.08 -0.02 -0.02 0.01 1 6.656 4394.891 -158.402 3.08
2.8 -158.03 3.08 -0.03 -0.02 0.01 1 6.617 4394.583 -158.588 3.08
2.9 -158.04 3.08 -0.03 -0.02 0.01 1 6.578 4394.274 -158.598 3.08
3.0 -158.04 3.08 -0.03 -0.02 0.01 1 6.537 4393.975 -158.598 3.08
3.1 -158.04 3.08 -0.03 -0.02 0.01 1 6.489 4393.664 -158.598 3.08
3.2 -158.04 3.08 -0.03 -0.03 0.01 1 6.45 4393.356 -158.598 3.08
3.3 -158.05 3.08 -0.03 -0.03 0.01 1 6.409 4393.057 -158.608 3.08
3.4 -158.05 3.08 -0.03 -0.03 0.01 1 6.361 4392.746 -158.608 3.08
3.5 -158.05 3.08 -0.03 -0.03 0.01 1 6.323 4392.437 -158.608 3.08
3.6 -158.05 3.08 -0.03 -0.03 0.01 1 6.282 4392.138 -158.608 3.08
3.7 -158.06 3.08 -0.03 -0.03 0.01 1 6.243 4391.83 -158.618 3.08
3.8 -158.06 3.08 -0.03 -0.03 0.01 1 6.204 4391.521 -158.618 3.08
3.9 -158.06 3.08 -0.04 -0.03 0.01 1 6.154 4391.22 -158.804 3.08
4.0 -158.07 3.08 -0.04 -0.03 0.01 1 6.115 4390.911 -158.814 3.08
4.1 -158.07 3.08 -0.04 -0.03 0.01 1 6.077 4390.603 -158.814 3.08
4.2 -158.07 3.08 -0.04 -0.03 0.01 1 6.038 4390.294 -158.814 3.08
4.3 -158.07 3.08 -0.04 -0.03 0.01 1 5.997 4389.995 -158.814 3.08
4.4 -158.08 3.08 -0.04 -0.03 0.01 1 5.958 4389.687 -158.824 3.08
4.5 -158.08 3.08 -0.04 -0.03 0.01 1 5.91 4389.376 -158.824 3.08
4.6 -158.09 3.08 -0.04 -0.03 0.01 1 5.871 4389.067 -158.834 3.08
4.7 -158.09 3.08 -0.04 -0.04 0.01 1 5.83 4388.768 -158.834 3.08
4.8 -158.09 3.08 -0.04 -0.04 0.01 1 5.792 4388.46 -158.834 3.08
4.9 -158.1 3.08 -0.04 -0.04 0.01 1 5.753 4388.151 -158.844 3.08
